user_id,message_count,avg_toxicity,max_toxicity,toxic_count,severity_level
067c5e8,1,1.0,1.0,1,VERY_HIGH
47d24c7,1,1.0,1.0,1,VERY_HIGH
5da8716,1,1.0,1.0,1,VERY_HIGH
a46da9f,1,1.0,1.0,1,VERY_HIGH
4d9916d,1,1.0,1.0,1,VERY_HIGH
49516b0,1,1.0,1.0,1,VERY_HIGH
59ea8c6,1,1.0,1.0,1,VERY_HIGH
2729def,1,1.0,1.0,1,VERY_HIGH
ca8a845,1,1.0,1.0,1,VERY_HIGH
1323c25,1,1.0,1.0,1,VERY_HIGH
3b0e1b1,1,1.0,1.0,1,VERY_HIGH
9a176c2,1,1.0,1.0,1,VERY_HIGH
b62d103,1,1.0,1.0,1,VERY_HIGH
d4537c2,1,1.0,1.0,1,VERY_HIGH
b0127ca,1,1.0,1.0,1,VERY_HIGH
dbb2d93,1,1.0,1.0,1,VERY_HIGH
f207ed0,1,1.0,1.0,1,VERY_HIGH
0cb93ca,1,1.0,1.0,1,VERY_HIGH
0908808,1,1.0,1.0,1,VERY_HIGH
933a16f,1,1.0,1.0,1,VERY_HIGH
b7e2b5a,1,1.0,1.0,1,VERY_HIGH
c02672a,1,1.0,1.0,1,VERY_HIGH
f8cce04,1,1.0,1.0,1,VERY_HIGH
ed07b99,1,1.0,1.0,1,VERY_HIGH
2347a52,1,0.9999999999999997,0.9999999999999997,1,VERY_HIGH
967a075,1,0.9999999999999936,0.9999999999999936,1,VERY_HIGH
3bf33d0,1,0.9999999999999831,0.9999999999999831,1,VERY_HIGH
fb3a15d,1,0.9999999999997773,0.9999999999997773,1,VERY_HIGH
115eb5f,1,0.9999999999997137,0.9999999999997137,1,VERY_HIGH
c1fc1f0,1,0.999999997554898,0.999999997554898,1,VERY_HIGH
c5ffeab,1,0.9999999209774063,0.9999999209774063,1,VERY_HIGH
d3a0f80,1,0.999999873589875,0.999999873589875,1,VERY_HIGH
f6123cf,1,0.9999996867242429,0.9999996867242429,1,VERY_HIGH
0f18af6,1,0.9999989436308686,0.9999989436308686,1,VERY_HIGH
e72339a,1,0.9999981564489211,0.9999981564489211,1,VERY_HIGH
af9e849,1,0.9999975807040252,0.9999975807040252,1,VERY_HIGH
735adaa,1,0.999996061968306,0.999996061968306,1,VERY_HIGH
0d06946,1,0.9999950920257616,0.9999950920257616,1,VERY_HIGH
1c96e8a,1,0.9999946100640094,0.9999946100640094,1,VERY_HIGH
2d0288c,1,0.9999935947740458,0.9999935947740458,1,VERY_HIGH
2db5f13,1,0.9999932303303724,0.9999932303303724,1,VERY_HIGH
0616877,1,0.9999872525191552,0.9999872525191552,1,VERY_HIGH
5784233,1,0.9999724685763335,0.9999724685763335,1,VERY_HIGH
3ba32c9,1,0.9999626321263974,0.9999626321263974,1,VERY_HIGH
49fa0c9,1,0.9999273931248399,0.9999273931248399,1,VERY_HIGH
bcb628b,1,0.9999250601292149,0.9999250601292149,1,VERY_HIGH
73e454b,1,0.9998966864856652,0.9998966864856652,1,VERY_HIGH
b825a93,1,0.999889333454227,0.999889333454227,1,VERY_HIGH
61c614d,1,0.99988091744182,0.99988091744182,1,VERY_HIGH
57b1262,1,0.9998398842442888,0.9998398842442888,1,VERY_HIGH
d325b63,1,0.9997150152346883,0.9997150152346883,1,VERY_HIGH
4fddbaf,1,0.9996945102686933,0.9996945102686933,1,VERY_HIGH
5db9890,1,0.9996815316612714,0.9996815316612714,1,VERY_HIGH
b39a61e,1,0.9996502548730836,0.9996502548730836,1,VERY_HIGH
36bf948,1,0.999634677512465,0.999634677512465,1,VERY_HIGH
a153045,1,0.9996307548881292,0.9996307548881292,1,VERY_HIGH
2c261ff,1,0.9996242837552657,0.9996242837552657,1,VERY_HIGH
9f33333,1,0.9995160018535751,0.9995160018535751,1,VERY_HIGH
32a8628,1,0.9995106017497408,0.9995106017497408,1,VERY_HIGH
9958152,1,0.9993847197146737,0.9993847197146737,1,VERY_HIGH
64c061c,1,0.9992181260255767,0.9992181260255767,1,VERY_HIGH
7e674e5,1,0.9991544539264141,0.9991544539264141,1,VERY_HIGH
cc59c8a,1,0.9991116188942902,0.9991116188942902,1,VERY_HIGH
b0cb25c,1,0.9990988765431721,0.9990988765431721,1,VERY_HIGH
63559d9,1,0.9990768649765299,0.9990768649765299,1,VERY_HIGH
f6d1982,1,0.9987375511711856,0.9987375511711856,1,VERY_HIGH
e558799,1,0.9986652138312565,0.9986652138312565,1,VERY_HIGH
d8a2c8f,1,0.9985700981456335,0.9985700981456335,1,VERY_HIGH
2e039ed,1,0.9985441012824191,0.9985441012824191,1,VERY_HIGH
16b8c15,1,0.9983909990816197,0.9983909990816197,1,VERY_HIGH
b6763ab,1,0.9980917231642923,0.9980917231642923,1,VERY_HIGH
b181be5,1,0.9979718238394029,0.9979718238394029,1,VERY_HIGH
28a5cd0,1,0.9978537620084557,0.9978537620084557,1,VERY_HIGH
3018ab3,1,0.9976805745990195,0.9976805745990195,1,VERY_HIGH
883005d,1,0.9973233352264811,0.9973233352264811,1,VERY_HIGH
dc35abf,1,0.9973110790443559,0.9973110790443559,1,VERY_HIGH
4716dea,1,0.9971905945673059,0.9971905945673059,1,VERY_HIGH
53d1675,1,0.9969679116251752,0.9969679116251752,1,VERY_HIGH
8211718,1,0.9960070305167085,0.9960070305167085,1,VERY_HIGH
f3d6217,1,0.9955713889297069,0.9955713889297069,1,VERY_HIGH
9c22d6a,1,0.9954391354705069,0.9954391354705069,1,VERY_HIGH
b83cc6d,1,0.9952551761223088,0.9952551761223088,1,VERY_HIGH
3eb0ff9,1,0.9948117991026943,0.9948117991026943,1,VERY_HIGH
9dec215,1,0.9942572917320712,0.9942572917320712,1,VERY_HIGH
797d88a,1,0.9937677901511547,0.9937677901511547,1,VERY_HIGH
a6ea475,1,0.993692736692353,0.993692736692353,1,VERY_HIGH
0181e17,1,0.9933988896455316,0.9933988896455316,1,VERY_HIGH
1595872,1,0.9920571913780739,0.9920571913780739,1,VERY_HIGH
4e3e92f,1,0.9917510620901556,0.9917510620901556,1,VERY_HIGH
4c37a6b,1,0.991662861059998,0.991662861059998,1,VERY_HIGH
9f84f98,1,0.9912346362779971,0.9912346362779971,1,VERY_HIGH
4a01e63,1,0.9905200236913592,0.9905200236913592,1,VERY_HIGH
13f0892,1,0.9903011060837573,0.9903011060837573,1,VERY_HIGH
df853a8,1,0.9900108505206983,0.9900108505206983,1,VERY_HIGH
But  i,1,0.9900044952936331,0.9900044952936331,1,VERY_HIGH
7a87455,1,0.9898070821237911,0.9898070821237911,1,VERY_HIGH
bc552c4,1,0.9896486421953579,0.9896486421953579,1,VERY_HIGH
3664737,1,0.989389712058255,0.989389712058255,1,VERY_HIGH
d8c1bad,1,0.9883979593261727,0.9883979593261727,1,VERY_HIGH
c9b0eba,1,0.9883447623759792,0.9883447623759792,1,VERY_HIGH
89f1f2c,1,0.9882378404092239,0.9882378404092239,1,VERY_HIGH
3e4054b,1,0.9881865106635614,0.9881865106635614,1,VERY_HIGH
96a675c,1,0.9880279561328509,0.9880279561328509,1,VERY_HIGH
3321dc9,1,0.9861341406767475,0.9861341406767475,1,VERY_HIGH
bfe5f21,1,0.9859401627360116,0.9859401627360116,1,VERY_HIGH
a980f86,1,0.9858005223368244,0.9858005223368244,1,VERY_HIGH
95b2c8e,1,0.9857108646543861,0.9857108646543861,1,VERY_HIGH
da8c227,1,0.9851491629953413,0.9851491629953413,1,VERY_HIGH
2412ef2,1,0.9850635166617431,0.9850635166617431,1,VERY_HIGH
99b24a1,1,0.9843592988952237,0.9843592988952237,1,VERY_HIGH
PS loos,1,0.9839945349778523,0.9839945349778523,1,VERY_HIGH
8c95127,1,0.9833801874040883,0.9833801874040883,1,VERY_HIGH
63fdcac,1,0.9830712489316008,0.9830712489316008,1,VERY_HIGH
3460a80,1,0.9824841683161327,0.9824841683161327,1,VERY_HIGH
450da94,1,0.9824668758078836,0.9824668758078836,1,VERY_HIGH
b811ba0,1,0.9821062996131487,0.9821062996131487,1,VERY_HIGH
51fc127,1,0.9819943885272038,0.9819943885272038,1,VERY_HIGH
":\"\"\"\"P",1,0.9815217445251438,0.9815217445251438,1,VERY_HIGH
ee0121b,1,0.9813848751153493,0.9813848751153493,1,VERY_HIGH
40bee03,1,0.9808581897005177,0.9808581897005177,1,VERY_HIGH
c0a55c0,1,0.9804272166880409,0.9804272166880409,1,VERY_HIGH
7690e7c,1,0.9795132289429073,0.9795132289429073,1,VERY_HIGH
e0fed0e,1,0.9792717582234545,0.9792717582234545,1,VERY_HIGH
2979e4b,1,0.9789934809029693,0.9789934809029693,1,VERY_HIGH
d30ecdb,1,0.978406217203791,0.978406217203791,1,VERY_HIGH
